,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
327,@airtelindia makes unsolicited calls for higher priced plans. But request to change to lower plan is unattended for 16 days @Airtel_Presence,FALSE,0,airtelindia,04-04-2017 15:04,FALSE,NA,8.49276E+17,176355348,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",msanand,0,FALSE,FALSE,NA,NA
328,@Airtel_Presence Can you please provide status of my MNP request? UPC is AD345746,FALSE,0,Airtel_Presence,04-04-2017 15:04,FALSE,NA,8.49276E+17,103323813,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",atulatri,0,FALSE,FALSE,NA,NA
329,RT @world1consult: Is @reliancejio struggling with revenue generation? https://t.co/Tnj8WUTFeE @Airtel_Presence @VodafoneIN @ideacellular,FALSE,0,NA,04-04-2017 15:04,FALSE,NA,8.49276E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",blues_control,2,TRUE,FALSE,NA,NA
330,@airtelindia @Airtel_Presence   Reference No. 75161817 has been registered on 30-MAR-2017 21:56:49 4 days over no call receive .,FALSE,0,airtelindia,04-04-2017 15:02,FALSE,NA,8.49276E+17,176355348,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gauravhijack,0,FALSE,FALSE,NA,NA
331,@Airtel_Presence I hope @airtelindia u will resolve my issue,FALSE,0,Airtel_Presence,04-04-2017 15:02,FALSE,8.49233E+17,8.49276E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sidd_1112,0,FALSE,FALSE,NA,NA
332,@Airtel_Presence Call me anytime between 8 am - 10 pm,FALSE,0,Airtel_Presence,04-04-2017 15:02,FALSE,8.49275E+17,8.49276E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Varroon,0,FALSE,FALSE,NA,NA
333,@Airtel_Presence could you check if my number 9971235540 can be re-activated,FALSE,0,Airtel_Presence,04-04-2017 15:02,FALSE,NA,8.49276E+17,103323813,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",imSKH,0,FALSE,FALSE,NA,NA
334,RT @world1consult: Is @reliancejio struggling with revenue generation? https://t.co/Tnj8WUTFeE @Airtel_Presence @VodafoneIN @ideacellular,FALSE,0,NA,04-04-2017 15:01,FALSE,NA,8.49276E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BinduW1,2,TRUE,FALSE,NA,NA
335,@Airtel_Presence please check my message!,FALSE,0,Airtel_Presence,04-04-2017 15:01,FALSE,NA,8.49276E+17,103323813,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ydlabs,0,FALSE,FALSE,NA,NA
336,@Airtel_Presence @airtelindia still providing a 2mbps speed on #broadband near their corporate head-office when Hyderabad welcomes 1gbps.<ed><U+00A0><U+00BE><ed><U+00B4><U+0094>,FALSE,1,Airtel_Presence,04-04-2017 14:58,FALSE,NA,8.49275E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PapaHillkart,0,FALSE,FALSE,NA,NA
337,@Airtel_Presence guys. Where are we on this service request ? It's been 4 days ? https://t.co/dpKS80L9Z4,FALSE,0,Airtel_Presence,04-04-2017 14:57,FALSE,NA,8.49275E+17,103323813,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",varundubey,0,FALSE,FALSE,NA,NA
338,"@Airtel_Presence Resolve the issue ASAP, was told will be resolved in an hour. Been 2 days!",FALSE,0,Airtel_Presence,04-04-2017 14:56,FALSE,NA,8.49274E+17,103323813,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",rajsekharnikhil,0,FALSE,FALSE,NA,NA
339,@Airtel_Presence @airtelindia you guys have reached new low now. Full of liars and non helpful staff. You should stop running this company,FALSE,0,Airtel_Presence,04-04-2017 14:55,FALSE,NA,8.49274E+17,103323813,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lpraghav007,0,FALSE,FALSE,NA,NA
340,@Airtel_Presence @airtelindia bhai downloading speed ka kuch karo why it is slow??,FALSE,0,diwakergupta87,04-04-2017 14:55,FALSE,8.49273E+17,8.49274E+17,82373716,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",diwakergupta87,0,FALSE,FALSE,NA,NA
341,@Airtel_Presence Thank you Jasmine for addressing my concern.,FALSE,0,Airtel_Presence,04-04-2017 14:54,FALSE,8.49219E+17,8.49274E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",imnumaan,0,FALSE,FALSE,NA,NA
342,@VodafoneIN Are u even bothered to solve the issue or shud I port out to @Airtel_Presence ?,FALSE,0,VodafoneIN,04-04-2017 14:53,FALSE,8.48888E+17,8.49274E+17,61180382,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GirdharYatin,0,FALSE,FALSE,NA,NA
343,@Airtel_Presence @DoT_India frustrated.....poor services n poor experience...fuck all services...,FALSE,0,Sangitapradhan_,04-04-2017 14:51,FALSE,8.49273E+17,8.49273E+17,7.79598E+17,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",Sangitapradhan_,0,FALSE,FALSE,NA,NA
344,"Airtel misbehaving and torturing their customers. No way to deactivate or remove an std pack. @Airtel_Presence
@ideacellular 
@VodafoneIN",FALSE,0,NA,04-04-2017 14:51,FALSE,NA,8.49273E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",prabhushakti,0,FALSE,FALSE,NA,NA
345,Worst service i have been ever seen in my life i call more than 50 times but my problem is still not resolved #poorservice @Airtel_Presence,FALSE,0,NA,04-04-2017 14:51,FALSE,NA,8.49273E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gauravjindal77,0,FALSE,FALSE,NA,NA
346,@airtelindia @Airtel_Presence Why is the money in wallet ? Second time I had done again still same issue,FALSE,0,atuldarne,04-04-2017 14:50,FALSE,8.49272E+17,8.49273E+17,113683172,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",atuldarne,0,FALSE,FALSE,NA,NA
347,@Airtel_Presence @airtelindia,FALSE,0,diwakergupta87,04-04-2017 14:49,FALSE,8.49272E+17,8.49273E+17,82373716,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",diwakergupta87,0,FALSE,FALSE,NA,NA
348,"@Airtel_Presence i have subscribed for a booster data pack,got SMS confirmation but data pack still not activated",FALSE,0,Airtel_Presence,04-04-2017 14:49,FALSE,NA,8.49273E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ajayyraj,0,FALSE,FALSE,NA,NA
349,@Airtel_Presence Yes..,FALSE,0,Airtel_Presence,04-04-2017 14:49,FALSE,8.49273E+17,8.49273E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",krishna_cr,0,FALSE,FALSE,NA,NA
350,RT @AnujGaur17: @Airtel_Presence please see d classical example of ridiculously bad services. Getting signal of 4G LTE but even profile pic…,FALSE,0,NA,04-04-2017 14:49,FALSE,NA,8.49273E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",iSharmaAkshay,5,TRUE,FALSE,NA,NA
351,@airtelnews @Airtel_Presence Well this is nowhere close to fastest network at cybercity gurgaon <ed><U+00A0><U+00BD><ed><U+00B8><U+008F> https://t.co/Qc1Dow1SYt,FALSE,0,airtelnews,04-04-2017 14:48,FALSE,8.44069E+17,8.49273E+17,43353190,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",govinkarki,0,FALSE,FALSE,NA,NA
352,.@Airtel_Presence @airtelindia Maybe @consumerforum_ would help.. why isn't there even a reply from you folks? Cust… https://t.co/wMXFf6dMYp,FALSE,0,Baw_Ra,04-04-2017 14:48,TRUE,8.49119E+17,8.49273E+17,357997053,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Baw_Ra,0,FALSE,FALSE,NA,NA
353,@Airtel_Presence @DoT_india ....worst service received by airtel....advisor nt ready to listen anything...Mr.Rajesh...pathetic..fed up,FALSE,0,Airtel_Presence,04-04-2017 14:48,FALSE,8.49119E+17,8.49273E+17,103323813,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",Sangitapradhan_,0,FALSE,FALSE,NA,NA
354,@Airtel_Presence Thanks Harpreet for such a lightning speed. Will wait for your call..let's connect.,FALSE,0,Airtel_Presence,04-04-2017 14:48,FALSE,8.49271E+17,8.49272E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AnujGaur17,0,FALSE,FALSE,NA,NA
355,"@airtelindia @Airtel_Presence was doing a internet recharge , money debited from account without even you don't kno… https://t.co/wDXy8BQ5PJ",FALSE,0,airtelindia,04-04-2017 14:48,TRUE,NA,8.49272E+17,176355348,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",atuldarne,0,FALSE,FALSE,NA,NA
356,@Airtel_Presence You have succeeded in convincing me to switch to @reliancejio with your constant pre-call announcement ads.,FALSE,0,Airtel_Presence,04-04-2017 14:47,FALSE,NA,8.49272E+17,103323813,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ConversionChamp,0,FALSE,FALSE,NA,NA
357,@Airtel_Presence what the hell airtel u claim that u have d strongest network in india nw i can see pehle 3g sahi se chala lo tab 4g chalana,FALSE,0,Airtel_Presence,04-04-2017 14:47,FALSE,NA,8.49272E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",diwakergupta87,0,FALSE,FALSE,NA,NA
358,@Airtel_Presence @Airtel_Presence You ppl tell us one offer and charge the other way,FALSE,0,Omkar15525,04-04-2017 14:46,FALSE,8.4927E+17,8.49272E+17,8.4091E+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Omkar15525,0,FALSE,FALSE,NA,NA
359,@satwinderahooja @Airtel_Presence Airtel ka presence apne tower is bahar kahin nahin.,FALSE,0,satwinderahooja,04-04-2017 14:46,FALSE,8.48877E+17,8.49272E+17,515419828,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AbbasKapadia4,0,FALSE,FALSE,NA,NA
360,"@Airtel_Presence wow, u guys finally fuckin woke up! Sent u my details via DM. Don't sleep off now &amp; try to give su… https://t.co/qMdZSxb8Kg",FALSE,0,Airtel_Presence,04-04-2017 14:45,TRUE,8.487E+17,8.49272E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GT_Talks,0,FALSE,FALSE,NA,NA
361,@Airtel_Presence https://t.co/oLelmaGjP9,FALSE,0,Airtel_Presence,04-04-2017 14:45,FALSE,NA,8.49272E+17,103323813,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",IamanandkumarG,0,FALSE,FALSE,NA,NA
362,RT @iqbalajnabee: @RoflGandhi_ I m very dissappointed by @Airtel_Presence Service.,FALSE,0,NA,04-04-2017 14:45,FALSE,NA,8.49272E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",ArmanEr5,1,TRUE,FALSE,NA,NA
363,Hey @Airtel_Presence in spite of giving all the details and so called proofs you have not solved my problem. Why why why ? #HopelessService,FALSE,0,NA,04-04-2017 14:44,FALSE,NA,8.49272E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",avin_46,0,FALSE,FALSE,NA,NA
364,RT @yeshwanthcj: Thank you @Airtel_Presence @airtelindia  for registering multiple complaints and nt not resolving any. #74047642 #73857178.,FALSE,0,NA,04-04-2017 14:44,FALSE,NA,8.49271E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",rosttislavrksha,3,TRUE,FALSE,NA,NA
365,@Airtel_Presence Between 5pm to 8pm,FALSE,0,Airtel_Presence,04-04-2017 14:43,FALSE,8.49269E+17,8.49271E+17,103323813,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Akhi736173,0,FALSE,FALSE,NA,NA
366,.@C4ETech @airtelindia @Airtel_Presence @C4ETech sorry I didn't see you were there in tweets<ed><U+00A0><U+00BD><ed><U+00B8><U+0080><ed><U+00A0><U+00BD><ed><U+00B8><U+0080> Not complaining abt you<ed><U+00A0><U+00BD><ed><U+00B8><U+0080>,FALSE,0,audurn,04-04-2017 14:43,FALSE,8.49269E+17,8.49271E+17,362600655,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",audurn,0,FALSE,FALSE,NA,NA
367,@RoflGandhi_ I m very dissappointed by @Airtel_Presence Service.,FALSE,1,RoflGandhi_,04-04-2017 14:43,FALSE,NA,8.49271E+17,115887279,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",iqbalajnabee,1,FALSE,FALSE,NA,NA
368,@airtelindia @Airtel_Presence @DoT_India @manojsinhabjp I recharge with 346 unlimited pack but data balance deducte… https://t.co/wFTVoPQikW,FALSE,0,airtelindia,04-04-2017 14:42,TRUE,NA,8.49271E+17,176355348,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",panky58678761,0,FALSE,FALSE,NA,NA
369,@Airtel_Presence I Need An Reply Or Call.....From Your Side....Bastards We Are Not Paying For Your Fucking Poor Network,FALSE,0,Pawan2687,04-04-2017 14:42,FALSE,8.49271E+17,8.49271E+17,2687984011,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Pawan2687,0,FALSE,FALSE,NA,NA
370,@Airtel_Presence any good plans for postpaid customers Delhi NCR?Coz m finding my old plan very costly,FALSE,0,Airtel_Presence,04-04-2017 14:42,FALSE,NA,8.49271E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rjroking,0,FALSE,FALSE,NA,NA
371,@Airtel_Presence Call now,FALSE,0,Airtel_Presence,04-04-2017 14:41,FALSE,8.49268E+17,8.49271E+17,103323813,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",indibscinfical,0,FALSE,FALSE,NA,NA
372,@Airtel_Presence Bastards Fuckoff.....Close Your Fucking Network......Even Uninor Is Better Then You Assholes.......,FALSE,0,Airtel_Presence,04-04-2017 14:41,FALSE,NA,8.49271E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Pawan2687,0,FALSE,FALSE,NA,NA
373,Get this right pls ! @Airtel_Presence https://t.co/dCFxr1Mlxk,FALSE,0,NA,04-04-2017 14:41,FALSE,NA,8.49271E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SanthNaidu,0,FALSE,FALSE,NA,NA
374,@Airtel_Presence Future planning means what? What about my current issue? Airtel won't plan towers for a single number. #airtel4gahoax,FALSE,0,Airtel_Presence,04-04-2017 14:41,FALSE,8.49215E+17,8.49271E+17,103323813,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Roykoush,0,FALSE,FALSE,NA,NA
375,"RT @thikkananda: @Airtel_Presence @airtelindia   
Please resolve this issue dont cheat customers Airtel

#Airtelcheats https://t.co/mkMHq1d…",FALSE,0,NA,04-04-2017 14:40,FALSE,NA,8.49271E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",zinoidanozk,638,TRUE,FALSE,NA,NA
376,@Airtel_Presence Here This is my alternate no. 9958443307,FALSE,0,Airtel_Presence,04-04-2017 14:40,FALSE,8.49233E+17,8.4927E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sidd_1112,0,FALSE,FALSE,NA,NA
377,@vikrantgupta73 @airtelindia @Airtel_Presence @VodafoneIN If they can cheat people like u....fir hum log kaun si kh… https://t.co/Y1crRVcUVa,FALSE,0,vikrantgupta73,04-04-2017 14:40,TRUE,8.4923E+17,8.4927E+17,135110894,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mefaridul24,0,FALSE,FALSE,NA,NA
378,@Airtel_Presence Bhosdiwaalo.....Tumhaara Network Navi Mumbai Mei Travelling K Samay Bhi Ekdum Nai Rehta.....Tumhaare Baap Ka Paisa Hai,FALSE,0,Airtel_Presence,04-04-2017 14:40,FALSE,NA,8.4927E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Pawan2687,0,FALSE,FALSE,NA,NA
379,@Airtel_Presence How to Reach out to your Customer Support Executives??? I could not cross your recorded voice hurdles!!,FALSE,0,Airtel_Presence,04-04-2017 14:39,FALSE,NA,8.4927E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Omkar15525,0,FALSE,FALSE,NA,NA
380,@Airtel_Presence Sent request for porting out of AirTel. expedite it ASAP,FALSE,0,Airtel_Presence,04-04-2017 14:38,FALSE,8.46025E+17,8.4927E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CatchDoon,0,FALSE,FALSE,NA,NA
381,"@Airtel_Presence 
...alt suggested by Charu; closure reqd 3/3",FALSE,0,sanjeev1234,04-04-2017 14:38,FALSE,8.4927E+17,8.4927E+17,30663302,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sanjeev1234,0,FALSE,FALSE,NA,NA
382,"@Airtel_Presence 
...which you can offer; question is why charge for a higher speed ?
- 10% data usage in 2 hrs, details reqd, another 2/3",FALSE,0,sanjeev1234,04-04-2017 14:37,FALSE,8.49269E+17,8.4927E+17,30663302,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sanjeev1234,0,FALSE,FALSE,NA,NA
383,@Airtel_Presence looks like I need to switch to different ISP. I'm getting half the speed of actual broadband plan.,FALSE,0,Airtel_Presence,04-04-2017 14:37,FALSE,NA,8.4927E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",omkarsav,0,FALSE,FALSE,NA,NA
384,@satwinderahooja @Airtel_Presence Airtel bilkool bakwas. Aaj saara din net Gaya that Tel lene.,FALSE,0,satwinderahooja,04-04-2017 14:37,FALSE,8.48794E+17,8.4927E+17,515419828,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AbbasKapadia4,0,FALSE,FALSE,NA,NA
385,RT @satwinderahooja: At Indraprastha with 4G Network #Airtel_<U+092C><U+0915><U+0935><U+093E><U+0938>. Enjoying super fast speed in open with @Airtel_Presence. https://t.co/N…,FALSE,0,NA,04-04-2017 14:36,FALSE,NA,8.49269E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AbbasKapadia4,1,TRUE,FALSE,NA,NA
386,@dharmubaba @TelecomTalk @Airtel_Presence bhaiya thak jaoge panga mat lo. Nahi kar paoge counter. Unka 3 mahina aur… https://t.co/DMKay5pt5E,FALSE,0,dharmubaba,04-04-2017 14:35,TRUE,8.49229E+17,8.49269E+17,14761257,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Naving46,0,FALSE,FALSE,NA,NA
387,"@Airtel_Presence Nikita, nothing has been closed till now -
- Against your advertised speed of 40mbps, after flip-flops, it is 16mbps 1/3",FALSE,0,Airtel_Presence,04-04-2017 14:35,FALSE,8.49263E+17,8.49269E+17,103323813,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sanjeev1234,0,FALSE,FALSE,NA,NA
388,"@Airtel_Presence Only talks , no service at field level ..I have 10 post paid nos n likely to port shortly",FALSE,0,Airtel_Presence,04-04-2017 14:34,FALSE,8.47576E+17,8.49269E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Shishir322,0,FALSE,FALSE,NA,NA
389,@Airtel_Presence ziro network,FALSE,0,Airtel_Presence,04-04-2017 14:34,FALSE,NA,8.49269E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",VishnuSRaval,0,FALSE,FALSE,NA,NA
390,@Airtel_Presence You can contact me now.,FALSE,0,Airtel_Presence,04-04-2017 14:33,FALSE,8.49268E+17,8.49269E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rne18145,0,FALSE,FALSE,NA,NA
391,.@C4ETech @airtelindia @Airtel_Presence I'm asking for services that I've been paid for. Pushing issue to next day is not a solution.,FALSE,0,audurn,04-04-2017 14:33,FALSE,8.49268E+17,8.49269E+17,362600655,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",audurn,0,FALSE,FALSE,NA,NA
392,.@narendramodi @swachhbharat @SwachhBharatGov @airtelindia @Airtel_Presence Here's the LeaderBoard for Brands with… https://t.co/yYL1cVkfVg,FALSE,6,myvotetoday,04-04-2017 14:33,TRUE,8.49237E+17,8.49269E+17,3683007026,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",myvotetoday,0,FALSE,FALSE,NA,NA
393,"@Airtel_Presence The number you have tried is my only number, which often goes to 'Not Reachable'... whereas you bo… https://t.co/2MXNRK8CWl",FALSE,0,Airtel_Presence,04-04-2017 14:32,TRUE,8.49266E+17,8.49269E+17,103323813,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SunandaSSinha,0,FALSE,FALSE,NA,NA
394,"@DHIRSINGH83 You are welcome.
cc @Airtel_Presence",FALSE,0,DHIRSINGH83,04-04-2017 14:32,FALSE,8.49268E+17,8.49269E+17,4089233652,"<a href=""http://aegislisa.com"" rel=""nofollow"">aegislisa</a>",airtel_care,0,FALSE,FALSE,NA,NA
395,.@C4ETech @airtelindia @Airtel_Presence If @Airtel_Presence if u can not resolve my issue just refund my money(349rs).I'll stop complaining.,FALSE,0,audurn,04-04-2017 14:31,FALSE,8.49268E+17,8.49268E+17,362600655,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",audurn,0,FALSE,FALSE,NA,NA
396,@Airtel_Presence Thanks a lot! That was prompt again <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,FALSE,0,Airtel_Presence,04-04-2017 14:31,FALSE,8.49267E+17,8.49268E+17,103323813,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",iamsouravroy,0,FALSE,FALSE,NA,NA
397,"So, @Airtel_Presence this speaks in volume about the kind of network coverage you provide to your customers, right? https://t.co/6DLT3yTvZJ",FALSE,0,NA,04-04-2017 14:31,FALSE,NA,8.49268E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SunandaSSinha,0,FALSE,FALSE,NA,NA
398,@Airtel_Presence hi just pinged... Broadband not working...08042062042..Call me on mobile 9972022412,FALSE,0,Airtel_Presence,04-04-2017 14:30,FALSE,NA,8.49268E+17,103323813,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",indibscinfical,0,FALSE,FALSE,NA,NA
399,@Airtel_Presence y logo ka network tho NAHI KARTE bhadi bhate,FALSE,0,Airtel_Presence,04-04-2017 14:30,FALSE,NA,8.49268E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",VishnuSRaval,0,FALSE,FALSE,NA,NA
400,.@C4ETech @airtelindia @Airtel_Presence If you not resolved you guys will again escalate this issue &amp; will again as… https://t.co/bFpmluAKoh,FALSE,0,audurn,04-04-2017 14:30,TRUE,8.49268E+17,8.49268E+17,362600655,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",audurn,0,FALSE,FALSE,NA,NA
401,.@C4ETech @airtelindia Its Tuesday evening and still issue is not resolved. @Airtel_Presence your store personnel h… https://t.co/fCk2RaLllC,FALSE,0,audurn,04-04-2017 14:28,TRUE,8.49116E+17,8.49268E+17,362600655,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",audurn,0,FALSE,FALSE,NA,NA
402,@JioCare @Airtel_Presence @VodafoneIN @ideacellular @sanjaybafna  this is jio care who dont want to reply. Jio suks,FALSE,0,shoaibgadda,04-04-2017 14:28,FALSE,8.49128E+17,8.49267E+17,838353386,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",shoaibgadda,0,FALSE,FALSE,NA,NA
403,@Airtel_Presence 9793321461,FALSE,0,Airtel_Presence,04-04-2017 14:28,FALSE,8.49142E+17,8.49267E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",akashshweta1,0,FALSE,FALSE,NA,NA
404,@Airtel_Presence @VodafoneIN Airtel team there r 400+ connection which we want to port pls suggest the procedure,FALSE,0,Airtel_Presence,04-04-2017 14:28,FALSE,8.49267E+17,8.49267E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",pavanxyzs,0,FALSE,FALSE,NA,NA
405,@Airtel_Presence need help with ur postpaid plans. Want to port from @VodafoneIN,FALSE,0,Airtel_Presence,04-04-2017 14:28,FALSE,NA,8.49267E+17,103323813,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nandrulez,0,FALSE,FALSE,NA,NA
406,RT @AnujGaur17: @Airtel_Presence please see d classical example of ridiculously bad services. Getting signal of 4G LTE but even profile pic…,FALSE,0,NA,04-04-2017 14:27,FALSE,NA,8.49267E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Faizal_S_Khan,5,TRUE,FALSE,NA,NA
407,"@airtelindia @Airtel_Presence U r claming u r the fastest but i think u r one of the call droped network as well… https://t.co/5ttoGkTvkR",FALSE,0,airtelindia,04-04-2017 14:27,TRUE,NA,8.49267E+17,176355348,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>",btripathi25,0,FALSE,FALSE,NA,NA
408,"@Airtel_Presence pic 1 speed test on 4g paid service
@reliancejio  pic 2 speed test on 4g free service

Tell me air… https://t.co/wNwZsgXUZN",FALSE,0,Airtel_Presence,04-04-2017 14:27,TRUE,NA,8.49267E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",justtprakash,0,FALSE,FALSE,NA,NA
409,@Airtel_Presence Broadband not working. Please check. 08042062042,FALSE,0,Airtel_Presence,04-04-2017 14:26,FALSE,NA,8.49267E+17,103323813,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",indibscinfical,0,FALSE,FALSE,NA,NA
410,@Airtel_Presence 8108858892,FALSE,0,Airtel_Presence,04-04-2017 14:26,FALSE,8.49267E+17,8.49267E+17,103323813,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sk_rizwan_786,0,FALSE,FALSE,NA,NA
411,@Airtel_Presence Hi! Any update on the same? Kindly check DM.,FALSE,0,Airtel_Presence,04-04-2017 14:25,FALSE,8.48483E+17,8.49267E+17,103323813,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PALAKGOYAL,0,FALSE,FALSE,NA,NA
